sum;dependencia;mes
38568816;ESC. BAS. 525 JORGE MANUEL PEREZ RAMIREZ;agosto
38568816;ESC. BAS. 525 JORGE MANUEL PEREZ RAMIREZ;julio
38568816;ESC. BAS. 525 JORGE MANUEL PEREZ RAMIREZ;junio
28910302;ESC. BAS. 5260 10339 PROF.CLOTILDE V DE BENITEZ;agosto
28910302;ESC. BAS. 5260 10339 PROF.CLOTILDE V DE BENITEZ;julio
28910302;ESC. BAS. 5260 10339 PROF.CLOTILDE V DE BENITEZ;junio
586250;ESC. BAS. 5262 PASTOR GARCETE (13144);agosto
586250;ESC. BAS. 5262 PASTOR GARCETE (13144);julio
586250;ESC. BAS. 5262 PASTOR GARCETE (13144);junio
69255714;ESC. BAS. 5263 SAN MIGUEL;agosto
65939250;ESC. BAS. 5263 SAN MIGUEL;julio
69255714;ESC. BAS. 5263 SAN MIGUEL;junio
1658232;ESC. BAS. 5265 EL BUEN PASTOR;agosto
1658232;ESC. BAS. 5265 EL BUEN PASTOR;julio
1658232;ESC. BAS. 5265 EL BUEN PASTOR;junio
15015856;ESC. BAS. 526 LA RESIDENTA;agosto
15015856;ESC. BAS. 526 LA RESIDENTA;julio
15015856;ESC. BAS. 526 LA RESIDENTA;junio
23541588;ESC. BAS. 5270 (10370) SANTA CATALINA DE SIEN;agosto
23541588;ESC. BAS. 5270 (10370) SANTA CATALINA DE SIEN;julio
23541588;ESC. BAS. 5270 (10370) SANTA CATALINA DE SIEN;junio
8291160;ESC. BAS. (5273) 13855 PALMITO (5273);agosto
8291160;ESC. BAS. (5273) 13855 PALMITO (5273);julio
8291160;ESC. BAS. (5273) 13855 PALMITO (5273);junio
18332320;ESC. BAS. 5277 (12249) VIRGEN DE FATIMA (5277);agosto
18332320;ESC. BAS. 5277 (12249) VIRGEN DE FATIMA (5277);julio
18332320;ESC. BAS. 5277 (12249) VIRGEN DE FATIMA (5277);junio
1859232;ESC. BAS. 5278 SAN ANTONIO DE PADUA;agosto
1859232;ESC. BAS. 5278 SAN ANTONIO DE PADUA;julio
1859232;ESC. BAS. 5278 SAN ANTONIO DE PADUA;junio
4974696;ESC. BAS. 527 RCA. ORIENTAL DEL URUGUAY;agosto
4974696;ESC. BAS. 527 RCA. ORIENTAL DEL URUGUAY;julio
4974696;ESC. BAS. 527 RCA. ORIENTAL DEL URUGUAY;junio
2445500;ESC. BAS. 5287 MONSEÑOR JUAN BENITEZ BALMACEDA (13658);agosto
2445500;ESC. BAS. 5287 MONSEÑOR JUAN BENITEZ BALMACEDA (13658);julio
2445500;ESC. BAS. 5287 MONSEÑOR JUAN BENITEZ BALMACEDA (13658);junio
17029960;ESC. BAS. 5288 P.SUBV. IMACULADA CONC;agosto
17029960;ESC. BAS. 5288 P.SUBV. IMACULADA CONC;julio
17029960;ESC. BAS. 5288 P.SUBV. IMACULADA CONC;junio
27042338;ESC. BAS. 528 DELFIN CHAMORRO;agosto
27042338;ESC. BAS. 528 DELFIN CHAMORRO;julio
26439338;ESC. BAS. 528 DELFIN CHAMORRO;junio
20140124;ESC. BAS. 529 ANGELINA P. DE BARBOZA;agosto
20140124;ESC. BAS. 529 ANGELINA P. DE BARBOZA;julio
20140124;ESC. BAS. 529 ANGELINA P. DE BARBOZA;junio
42898610;ESC. BAS. 52 FELIX PEREZ CARDOZO;agosto
42898610;ESC. BAS. 52 FELIX PEREZ CARDOZO;julio
36516914;ESC. BAS. 52 FELIX PEREZ CARDOZO;junio
15048124;ESC. BAS. 530 ADELA SPERATTI;agosto
15048124;ESC. BAS. 530 ADELA SPERATTI;julio
15048124;ESC. BAS. 530 ADELA SPERATTI;junio
1658232;ESC. BAS. 5310 DIVINO MAESTRO;agosto
1658232;ESC. BAS. 5310 DIVINO MAESTRO;julio
1658232;ESC. BAS. 5310 DIVINO MAESTRO;junio
17029960;ESC. BAS. 531 VIRGEN MARIA AUXILIADORA;agosto
17029960;ESC. BAS. 531 VIRGEN MARIA AUXILIADORA;julio
17029960;ESC. BAS. 531 VIRGEN MARIA AUXILIADORA;junio
26006195;ESC. BAS. 532 SAN ISIDRO LABRADOR;agosto
24347963;ESC. BAS. 532 SAN ISIDRO LABRADOR;julio
24347963;ESC. BAS. 532 SAN ISIDRO LABRADOR;junio
4974696;ESC. BAS. 5331 (10969) SAN RAFAEL ARCANGEL (5331);agosto
4974696;ESC. BAS. 5331 (10969) SAN RAFAEL ARCANGEL (5331);julio
4974696;ESC. BAS. 5331 (10969) SAN RAFAEL ARCANGEL (5331);junio
29848266;ESC. BAS. 5335 SAN FRANCISCO DE ASIS (14984);agosto
29848266;ESC. BAS. 5335 SAN FRANCISCO DE ASIS (14984);julio
29848266;ESC. BAS. 5335 SAN FRANCISCO DE ASIS (14984);junio
6632928;ESC. BAS. 533 LEON VILLALBA BLANCO;agosto
6632928;ESC. BAS. 533 LEON VILLALBA BLANCO;julio
6632928;ESC. BAS. 533 LEON VILLALBA BLANCO;junio
21557016;ESC. BAS. 5343 ROSA PEREZ DE RUIZ;agosto
21557016;ESC. BAS. 5343 ROSA PEREZ DE RUIZ;julio
21557016;ESC. BAS. 5343 ROSA PEREZ DE RUIZ;junio
8291160;ESC. BAS. 5345 (13889) SAN BLAS (5345);agosto
8291160;ESC. BAS. 5345 (13889) SAN BLAS (5345);julio
8291160;ESC. BAS. 5345 (13889) SAN BLAS (5345);junio
13265856;ESC. BAS. 5346 (14442) SAN JOAQUIN (5346);agosto
13265856;ESC. BAS. 5346 (14442) SAN JOAQUIN (5346);julio
13265856;ESC. BAS. 5346 (14442) SAN JOAQUIN (5346);junio
13265856;ESC. BAS. 5347 (14441) ROLANDO J. LLANO ALONS (5347);agosto
13265856;ESC. BAS. 5347 (14441) ROLANDO J. LLANO ALONS (5347);julio
13265856;ESC. BAS. 5347 (14441) ROLANDO J. LLANO ALONS (5347);junio
4974696;ESC. BAS. 5348 (11021) ADELIA IRALA DE LOPEZ (5348);agosto
4974696;ESC. BAS. 5348 (11021) ADELIA IRALA DE LOPEZ (5348);julio
4974696;ESC. BAS. 5348 (11021) ADELIA IRALA DE LOPEZ (5348);junio
25277343;ESC. BAS. 534 SANTA MARIA;agosto
25277343;ESC. BAS. 534 SANTA MARIA;julio
25277343;ESC. BAS. 534 SANTA MARIA;junio
9949392;ESC. BAS. 5350 (14158) (5350);agosto
9949392;ESC. BAS. 5350 (14158) (5350);julio
9949392;ESC. BAS. 5350 (14158) (5350);junio
6632928;ESC. BAS. 5353 (14641) SANTA TERESA (5353);agosto
6632928;ESC. BAS. 5353 (14641) SANTA TERESA (5353);julio
6632928;ESC. BAS. 5353 (14641) SANTA TERESA (5353);junio
3316464;ESC. BAS. 5354 (11035) 12 DE JUNIO (5354);agosto
3316464;ESC. BAS. 5354 (11035) 12 DE JUNIO (5354);julio
3316464;ESC. BAS. 5354 (11035) 12 DE JUNIO (5354);junio
18424088;ESC. BAS. 5355 MARIA AUXILIADORA;agosto
18424088;ESC. BAS. 5355 MARIA AUXILIADORA;julio
18424088;ESC. BAS. 5355 MARIA AUXILIADORA;junio
38925962;ESC. BAS. 5356 SAN JOSE;agosto
38925962;ESC. BAS. 5356 SAN JOSE;julio
38925962;ESC. BAS. 5356 SAN JOSE;junio
16582320;ESC. BAS. 5357;agosto
16582320;ESC. BAS. 5357;julio
16582320;ESC. BAS. 5357;junio
16765856;ESC. BAS. 5358 SAN ROQUE;agosto
16765856;ESC. BAS. 5358 SAN ROQUE;julio
16765856;ESC. BAS. 5358 SAN ROQUE;junio
8382928;ESC. BAS. 5359 JULIAN TROCHE GONZALEZ;agosto
8382928;ESC. BAS. 5359 JULIAN TROCHE GONZALEZ;julio
8382928;ESC. BAS. 5359 JULIAN TROCHE GONZALEZ;junio
25634088;ESC. BAS. 535 DR. ANTOLIN IRALA;agosto
25634088;ESC. BAS. 535 DR. ANTOLIN IRALA;julio
25634088;ESC. BAS. 535 DR. ANTOLIN IRALA;junio
13265856;ESC. BAS. 5360 CABO 1º. ALEJANDRO PORTILLO;agosto
13265856;ESC. BAS. 5360 CABO 1º. ALEJANDRO PORTILLO;julio
13265856;ESC. BAS. 5360 CABO 1º. ALEJANDRO PORTILLO;junio
31858248;ESC. BAS. 5361 DON PANTALEON ARCE;agosto
31858248;ESC. BAS. 5361 DON PANTALEON ARCE;julio
31858248;ESC. BAS. 5361 DON PANTALEON ARCE;junio
27745820;ESC. BAS. 5362 SAN JOSE;agosto
27745820;ESC. BAS. 5362 SAN JOSE;julio
27745820;ESC. BAS. 5362 SAN JOSE;junio
25639686;ESC. BAS. 5363 KATHRYN ELMA EPPERS;agosto
25488936;ESC. BAS. 5363 KATHRYN ELMA EPPERS;julio
25488936;ESC. BAS. 5363 KATHRYN ELMA EPPERS;junio
21648784;ESC. BAS. 5364 DON HIGINIO VARGAS;agosto
21648784;ESC. BAS. 5364 DON HIGINIO VARGAS;julio
21648784;ESC. BAS. 5364 DON HIGINIO VARGAS;junio
28281712;ESC. BAS. 5365 PROF. CLARA AMELIA ORTIZ RECAL;agosto
24965248;ESC. BAS. 5365 PROF. CLARA AMELIA ORTIZ RECAL;julio
24965248;ESC. BAS. 5365 PROF. CLARA AMELIA ORTIZ RECAL;junio
25510106;ESC. BAS. 5366 MEDALLA MILAGROSA;agosto
25510106;ESC. BAS. 5366 MEDALLA MILAGROSA;julio
25510106;ESC. BAS. 5366 MEDALLA MILAGROSA;junio
15074838;ESC. BAS. 5367 SAN JOSE (14960);agosto
15074838;ESC. BAS. 5367 SAN JOSE (14960);julio
15074838;ESC. BAS. 5367 SAN JOSE (14960);junio
4974696;ESC. BAS. 5368 VIRGEN DE FATIMA;agosto
4974696;ESC. BAS. 5368 VIRGEN DE FATIMA;julio
4974696;ESC. BAS. 5368 VIRGEN DE FATIMA;junio
8382928;ESC. BAS. 5369 BERNARDO AYALA VELAZQUEZ;agosto
8382928;ESC. BAS. 5369 BERNARDO AYALA VELAZQUEZ;julio
8382928;ESC. BAS. 5369 BERNARDO AYALA VELAZQUEZ;junio
22142874;ESC. BAS. 536 JUAN ALBERTO BRIZUELA;agosto
22142874;ESC. BAS. 536 JUAN ALBERTO BRIZUELA;julio
22142874;ESC. BAS. 536 JUAN ALBERTO BRIZUELA;junio
16706356;ESC. BAS. 537;agosto
16706356;ESC. BAS. 537;julio
16706356;ESC. BAS. 537;junio
24856802;ESC. BAS. 5370 MAESTRA JUANA LEOPOLDINA OCHART;agosto
23198570;ESC. BAS. 5370 MAESTRA JUANA LEOPOLDINA OCHART;julio
23198570;ESC. BAS. 5370 MAESTRA JUANA LEOPOLDINA OCHART;junio
11963496;ESC. BAS. 5371 ESPIRITU SANTO;agosto
11963496;ESC. BAS. 5371 ESPIRITU SANTO;julio
11963496;ESC. BAS. 5371 ESPIRITU SANTO;junio
23822442;ESC. BAS. 5372 MUJER PARAGUAYA;agosto
23822442;ESC. BAS. 5372 MUJER PARAGUAYA;julio
23822442;ESC. BAS. 5372 MUJER PARAGUAYA;junio
6632928;ESC. BAS. 5373 SAN MIGUEL ARCANGEL;agosto
6632928;ESC. BAS. 5373 SAN MIGUEL ARCANGEL;julio
6632928;ESC. BAS. 5373 SAN MIGUEL ARCANGEL;junio
19798338;ESC. BAS. 5374 (11055) GRAL. JOSE E. DIAZ (11055);agosto
19798338;ESC. BAS. 5374 (11055) GRAL. JOSE E. DIAZ (11055);julio
19798338;ESC. BAS. 5374 (11055) GRAL. JOSE E. DIAZ (11055);junio
14924088;ESC. BAS. 5375 DON ELIZARDO CABRAL;agosto
14924088;ESC. BAS. 5375 DON ELIZARDO CABRAL;julio
14924088;ESC. BAS. 5375 DON ELIZARDO CABRAL;junio
6632928;ESC. BAS. 5376 SAN MIGUEL;agosto
6632928;ESC. BAS. 5376 SAN MIGUEL;julio
6632928;ESC. BAS. 5376 SAN MIGUEL;junio
3316464;ESC. BAS. 5377 SAN ANTONIO;agosto
3316464;ESC. BAS. 5377 SAN ANTONIO;julio
3316464;ESC. BAS. 5377 SAN ANTONIO;junio
10041160;ESC. BAS. 5378 GRAL ANDRES RODRIGUEZ;agosto
10041160;ESC. BAS. 5378 GRAL ANDRES RODRIGUEZ;julio
10041160;ESC. BAS. 5378 GRAL ANDRES RODRIGUEZ;junio
11607624;ESC. BAS. 5379 TTE. ATANASIO DELGADO;agosto
11607624;ESC. BAS. 5379 TTE. ATANASIO DELGADO;julio
11607624;ESC. BAS. 5379 TTE. ATANASIO DELGADO;junio
3316464;ESC. BAS. 537 DON ROQUE SARUBBI;agosto
3316464;ESC. BAS. 537 DON ROQUE SARUBBI;julio
3316464;ESC. BAS. 537 DON ROQUE SARUBBI;junio
1658232;ESC. BAS. 537 ROQUE SARUBBI;agosto
1658232;ESC. BAS. 537 ROQUE SARUBBI;julio
1658232;ESC. BAS. 537 ROQUE SARUBBI;junio
6632928;ESC. BAS. 5380 PEDRO EUSEBIO CABALLERO CODAS (11065);agosto
6632928;ESC. BAS. 5380 PEDRO EUSEBIO CABALLERO CODAS (11065);julio
6632928;ESC. BAS. 5380 PEDRO EUSEBIO CABALLERO CODAS (11065);junio
3316464;ESC. BAS. 5381 VIRGEN DE FATIMA;agosto
3316464;ESC. BAS. 5381 VIRGEN DE FATIMA;julio
3316464;ESC. BAS. 5381 VIRGEN DE FATIMA;junio
8291160;ESC. BAS. 5383 FILOMENA IRALA DE GONZALEZ;agosto
8291160;ESC. BAS. 5383 FILOMENA IRALA DE GONZALEZ;julio
8291160;ESC. BAS. 5383 FILOMENA IRALA DE GONZALEZ;junio
4974696;ESC. BAS. 5384 DON BAS.ILIO ANTONIO MEZA (11056);agosto
4974696;ESC. BAS. 5384 DON BAS.ILIO ANTONIO MEZA (11056);julio
4974696;ESC. BAS. 5384 DON BAS.ILIO ANTONIO MEZA (11056);junio
8291160;ESC. BAS. 5385 JOSE LEON ESCOBAR ESCOBAR;agosto
8291160;ESC. BAS. 5385 JOSE LEON ESCOBAR ESCOBAR;julio
8291160;ESC. BAS. 5385 JOSE LEON ESCOBAR ESCOBAR;junio
6632928;ESC. BAS. 5386 VICENTE CACERES ALLENDE;agosto
6632928;ESC. BAS. 5386 VICENTE CACERES ALLENDE;julio
6632928;ESC. BAS. 5386 VICENTE CACERES ALLENDE;junio
8291160;ESC. BAS. 5387 JOSE TOMAS RIVAS;agosto
8291160;ESC. BAS. 5387 JOSE TOMAS RIVAS;julio
8291160;ESC. BAS. 5387 JOSE TOMAS RIVAS;junio
13265856;ESC. BAS. 5388 PADRE SHINJI NAKAYAMA;agosto
13265856;ESC. BAS. 5388 PADRE SHINJI NAKAYAMA;julio
13265856;ESC. BAS. 5388 PADRE SHINJI NAKAYAMA;junio
18688192;ESC. BAS. 5389 SANTA TERESITA;agosto
18688192;ESC. BAS. 5389 SANTA TERESITA;julio
18688192;ESC. BAS. 5389 SANTA TERESITA;junio
50773580;ESC. BAS. 538 PROF.PURA ENCARNACION VELAZQUEZ;agosto
50405080;ESC. BAS. 538 PROF.PURA ENCARNACION VELAZQUEZ;julio
50405080;ESC. BAS. 538 PROF.PURA ENCARNACION VELAZQUEZ;junio
28993456;ESC. BAS. 5390 SANTA ROSA DE LIMA;agosto
28993456;ESC. BAS. 5390 SANTA ROSA DE LIMA;julio
28993456;ESC. BAS. 5390 SANTA ROSA DE LIMA;junio
8291160;ESC. BAS. 5391 SAN ROQUE G. DE SANTACRUZ;agosto
8291160;ESC. BAS. 5391 SAN ROQUE G. DE SANTACRUZ;julio
8291160;ESC. BAS. 5391 SAN ROQUE G. DE SANTACRUZ;junio
9949392;ESC. BAS. 5392 PROF. MARIA D. P. PACHECO MAID;agosto
9949392;ESC. BAS. 5392 PROF. MARIA D. P. PACHECO MAID;julio
9949392;ESC. BAS. 5392 PROF. MARIA D. P. PACHECO MAID;junio
21540374;ESC. BAS. 5393 VIRGEN DE LA MERCED;agosto
21540374;ESC. BAS. 5393 VIRGEN DE LA MERCED;julio
21540374;ESC. BAS. 5393 VIRGEN DE LA MERCED;junio
22545284;ESC. BAS. 5394 PRIV. SUBV. MAURICIO CARDOZO O.;agosto
22545284;ESC. BAS. 5394 PRIV. SUBV. MAURICIO CARDOZO O.;julio
22545284;ESC. BAS. 5394 PRIV. SUBV. MAURICIO CARDOZO O.;junio
6632928;ESC. BAS. 5395 PROF. FRANCISCO CANATA;agosto
6632928;ESC. BAS. 5395 PROF. FRANCISCO CANATA;julio
6632928;ESC. BAS. 5395 PROF. FRANCISCO CANATA;junio
8291160;ESC. BAS. 5396 VIRGEN DE FATIMA;agosto
8291160;ESC. BAS. 5396 VIRGEN DE FATIMA;julio
8291160;ESC. BAS. 5396 VIRGEN DE FATIMA;junio
8291160;ESC. BAS. 5397 FRANCISCO SOLANO MERELES;agosto
8291160;ESC. BAS. 5397 FRANCISCO SOLANO MERELES;julio
8291160;ESC. BAS. 5397 FRANCISCO SOLANO MERELES;junio
9949392;ESC. BAS. 5398 INMACULADA CONCEPCION;agosto
9949392;ESC. BAS. 5398 INMACULADA CONCEPCION;julio
9949392;ESC. BAS. 5398 INMACULADA CONCEPCION;junio
6632928;ESC. BAS. 5399 BRUNO LARROZA;agosto
6632928;ESC. BAS. 5399 BRUNO LARROZA;julio
6632928;ESC. BAS. 5399 BRUNO LARROZA;junio
88781756;ESC. BAS. 539 HEROES LUQUEÑOS;agosto
88781756;ESC. BAS. 539 HEROES LUQUEÑOS;julio
88781756;ESC. BAS. 539 HEROES LUQUEÑOS;junio
55000920;ESC. BAS. 53 ROSA NARVAJA;agosto
55000920;ESC. BAS. 53 ROSA NARVAJA;julio
55000920;ESC. BAS. 53 ROSA NARVAJA;junio
6632928;ESC. BAS. 5400 SAN RAFAEL ARCANGEL;agosto
6632928;ESC. BAS. 5400 SAN RAFAEL ARCANGEL;julio
6632928;ESC. BAS. 5400 SAN RAFAEL ARCANGEL;junio
18596424;ESC. BAS. 5401 MIGUEL DARIO ARIAS;agosto
18596424;ESC. BAS. 5401 MIGUEL DARIO ARIAS;julio
18596424;ESC. BAS. 5401 MIGUEL DARIO ARIAS;junio
45618416;ESC. BAS. 540 EPOPEYA NAC.;agosto
45714794;ESC. BAS. 540 EPOPEYA NAC.;julio
46070666;ESC. BAS. 540 EPOPEYA NAC.;junio
48356194;ESC. BAS. 5412 (14293) SAGRADA FAMILIA;agosto
48356194;ESC. BAS. 5412 (14293) SAGRADA FAMILIA;julio
48356194;ESC. BAS. 5412 (14293) SAGRADA FAMILIA;junio
9949392;ESC. BAS. 5413 (15201) SAN BLAS;agosto
9949392;ESC. BAS. 5413 (15201) SAN BLAS;julio
9949392;ESC. BAS. 5413 (15201) SAN BLAS;junio
38943480;ESC. BAS. 5414 (13124) SAN ANTONIO DE PADUA;agosto
38943480;ESC. BAS. 5414 (13124) SAN ANTONIO DE PADUA;julio
38943480;ESC. BAS. 5414 (13124) SAN ANTONIO DE PADUA;junio
56597176;ESC. BAS. 5415 FORJADORES DE LA PATRIA;agosto
56597176;ESC. BAS. 5415 FORJADORES DE LA PATRIA;julio
56597176;ESC. BAS. 5415 FORJADORES DE LA PATRIA;junio
31472284;ESC. BAS. 5416 (13847) SAN ROQUE GONZALAZ DE;agosto
31472284;ESC. BAS. 5416 (13847) SAN ROQUE GONZALAZ DE;julio
31472284;ESC. BAS. 5416 (13847) SAN ROQUE GONZALAZ DE;junio
23872272;ESC. BAS. 541 CNEL.DOMINGO GAONA;agosto
23872272;ESC. BAS. 541 CNEL.DOMINGO GAONA;julio
23872272;ESC. BAS. 541 CNEL.DOMINGO GAONA;junio
3316464;ESC. BAS. 542;agosto
3316464;ESC. BAS. 542;julio
3316464;ESC. BAS. 542;junio
3350000;ESC. BAS. 5420 (13980) INMACULADA CONCEPCION;agosto
3350000;ESC. BAS. 5420 (13980) INMACULADA CONCEPCION;julio
3350000;ESC. BAS. 5420 (13980) INMACULADA CONCEPCION;junio
47199694;ESC. BAS. 5420 INMACULADA CONCEPCION;agosto
47199694;ESC. BAS. 5420 INMACULADA CONCEPCION;julio
47199694;ESC. BAS. 5420 INMACULADA CONCEPCION;junio
13265856;ESC. BAS. 5421 (14887) MARIA AUXILIADORA;agosto
13265856;ESC. BAS. 5421 (14887) MARIA AUXILIADORA;julio
13265856;ESC. BAS. 5421 (14887) MARIA AUXILIADORA;junio
36280230;ESC. BAS. 5423 (12707) SAN DIONISIO;agosto
36280230;ESC. BAS. 5423 (12707) SAN DIONISIO;julio
36280230;ESC. BAS. 5423 (12707) SAN DIONISIO;junio
38272748;ESC. BAS. 5426 (13352) SAN FRANCISCO;agosto
38272748;ESC. BAS. 5426 (13352) SAN FRANCISCO;julio
38272748;ESC. BAS. 5426 (13352) SAN FRANCISCO;junio
34471248;ESC. BAS. 5428 (14397) SANTA MARIA;agosto
34471248;ESC. BAS. 5428 (14397) SANTA MARIA;julio
34471248;ESC. BAS. 5428 (14397) SANTA MARIA;junio
33348980;ESC. BAS. 5429 (14632) JULIO CESAR RIQUELME;agosto
33348980;ESC. BAS. 5429 (14632) JULIO CESAR RIQUELME;julio
33348980;ESC. BAS. 5429 (14632) JULIO CESAR RIQUELME;junio
20049624;ESC. BAS. 542 LUCIANO ZACARIAS;agosto
20049624;ESC. BAS. 542 LUCIANO ZACARIAS;julio
20049624;ESC. BAS. 542 LUCIANO ZACARIAS;junio
31483231;ESC. BAS. 5432 SANTA CATALINA;agosto
31483231;ESC. BAS. 5432 SANTA CATALINA;julio
34799695;ESC. BAS. 5432 SANTA CATALINA;junio
51337604;ESC. BAS. 5433 RAMON INDALECIO CARDOZO;agosto
51337604;ESC. BAS. 5433 RAMON INDALECIO CARDOZO;julio
51337604;ESC. BAS. 5433 RAMON INDALECIO CARDOZO;junio
14421624;ESC. BAS. 5437 PRIV.;agosto
14421624;ESC. BAS. 5437 PRIV.;julio
14421624;ESC. BAS. 5437 PRIV.;junio
30308766;ESC. BAS. 543 AVELINO IRALA;agosto
30308766;ESC. BAS. 543 AVELINO IRALA;julio
30308766;ESC. BAS. 543 AVELINO IRALA;junio
30417730;ESC. BAS. 5440 JUANA VIRGINIA SARUBBI;agosto
30417730;ESC. BAS. 5440 JUANA VIRGINIA SARUBBI;julio
30417730;ESC. BAS. 5440 JUANA VIRGINIA SARUBBI;junio
29111266;ESC. BAS. 5441 SAN MARCOS;agosto
28960516;ESC. BAS. 5441 SAN MARCOS;julio
27302284;ESC. BAS. 5441 SAN MARCOS;junio
33498998;ESC. BAS. 5442 (13288) SAN BLAS;agosto
33498998;ESC. BAS. 5442 (13288) SAN BLAS;julio
33498998;ESC. BAS. 5442 (13288) SAN BLAS;junio
34060462;ESC. BAS. 5443 (13293);agosto
34060462;ESC. BAS. 5443 (13293);julio
34060462;ESC. BAS. 5443 (13293);junio
32142962;ESC. BAS. 5444(13560) SAN JOSE;agosto
32142962;ESC. BAS. 5444(13560) SAN JOSE;julio
32142962;ESC. BAS. 5444(13560) SAN JOSE;junio
14924088;ESC. BAS. 5445 (13845) DR. AMADO BENITEZ GAMA;agosto
14924088;ESC. BAS. 5445 (13845) DR. AMADO BENITEZ GAMA;julio
14924088;ESC. BAS. 5445 (13845) DR. AMADO BENITEZ GAMA;junio
53062836;ESC. BAS. 5446 (14137) FE Y ALEGRIA;agosto
53062836;ESC. BAS. 5446 (14137) FE Y ALEGRIA;julio
53062836;ESC. BAS. 5446 (14137) FE Y ALEGRIA;junio
60617746;ESC. BAS. 5449 VIRGEN MEDALLA MILAGROSA;agosto
60617746;ESC. BAS. 5449 VIRGEN MEDALLA MILAGROSA;julio
61354746;ESC. BAS. 5449 VIRGEN MEDALLA MILAGROSA;junio
21740552;ESC. BAS. 544 DIVINO NIÑO JESUS SALVADOR;agosto
21740552;ESC. BAS. 544 DIVINO NIÑO JESUS SALVADOR;julio
21740552;ESC. BAS. 544 DIVINO NIÑO JESUS SALVADOR;junio
39236212;ESC. BAS. 5450 (12188);agosto
39236212;ESC. BAS. 5450 (12188);julio
39973212;ESC. BAS. 5450 (12188);junio
24613534;ESC. BAS. 5451 (13846) REPUBLICA ORIENTAL D;agosto
24613534;ESC. BAS. 5451 (13846) REPUBLICA ORIENTAL D;julio
27929998;ESC. BAS. 5451 (13846) REPUBLICA ORIENTAL D;junio
23366088;ESC. BAS. 5452 (13019) SAN ALFREDO;agosto
23366088;ESC. BAS. 5452 (13019) SAN ALFREDO;julio
23366088;ESC. BAS. 5452 (13019) SAN ALFREDO;junio
16582320;ESC. BAS. 5455 (15057) LUZ DIVINA;agosto
16582320;ESC. BAS. 5455 (15057) LUZ DIVINA;julio
16582320;ESC. BAS. 5455 (15057) LUZ DIVINA;junio
24873480;ESC. BAS. 5458 (15365) ADELA SPERATTI;agosto
24873480;ESC. BAS. 5458 (15365) ADELA SPERATTI;julio
24873480;ESC. BAS. 5458 (15365) ADELA SPERATTI;junio
33716766;ESC. BAS. 545 SAGRADO CORAZON DE JESUS;agosto
32058534;ESC. BAS. 545 SAGRADO CORAZON DE JESUS;julio
32058534;ESC. BAS. 545 SAGRADO CORAZON DE JESUS;junio
11699392;ESC. BAS. 546;agosto
11699392;ESC. BAS. 546;julio
11699392;ESC. BAS. 546;junio
4974696;ESC. BAS. 5461 JESUS MISERICORDIOSO;agosto
4974696;ESC. BAS. 5461 JESUS MISERICORDIOSO;julio
4974696;ESC. BAS. 5461 JESUS MISERICORDIOSO;junio
1658232;ESC. BAS. 5463 SAN CARLOS;agosto
1658232;ESC. BAS. 5463 SAN CARLOS;julio
1658232;ESC. BAS. 5463 SAN CARLOS;junio
33348176;ESC. BAS. 5464 SAN JOSE;agosto
28373480;ESC. BAS. 5464 SAN JOSE;julio
28373480;ESC. BAS. 5464 SAN JOSE;junio
13357624;ESC. BAS. 5466;agosto
13357624;ESC. BAS. 5466;julio
13357624;ESC. BAS. 5466;junio
5276196;ESC. BAS. 5467 8 DE DICIEMBRE (EX 12902 8 DE DICIEMBRE);agosto
6934428;ESC. BAS. 5467 8 DE DICIEMBRE (EX 12902 8 DE DICIEMBRE);julio
6934428;ESC. BAS. 5467 8 DE DICIEMBRE (EX 12902 8 DE DICIEMBRE);junio
13634356;ESC. BAS. 5469 MADRE TERESA DE CALCUTA;agosto
13634356;ESC. BAS. 5469 MADRE TERESA DE CALCUTA;julio
13634356;ESC. BAS. 5469 MADRE TERESA DE CALCUTA;junio
3316464;ESC. BAS. 546 NIÑO JESUS;agosto
3316464;ESC. BAS. 546 NIÑO JESUS;julio
3316464;ESC. BAS. 546 NIÑO JESUS;junio
1658232;ESC. BAS. 547;agosto
1658232;ESC. BAS. 547;julio
1658232;ESC. BAS. 547;junio
8291160;ESC. BAS. (5476) 13947 MARIA AUXILIADORA;agosto
8659660;ESC. BAS. (5476) 13947 MARIA AUXILIADORA;julio
8659660;ESC. BAS. (5476) 13947 MARIA AUXILIADORA;junio
33248480;ESC. BAS. 5477 PEDRO RAFAEL DOMINGUEZ GALEANO;agosto
33248480;ESC. BAS. 5477 PEDRO RAFAEL DOMINGUEZ GALEANO;julio
33248480;ESC. BAS. 5477 PEDRO RAFAEL DOMINGUEZ GALEANO;junio
11607624;ESC. BAS. 5478 (14308) SAN ROQUE;agosto
11607624;ESC. BAS. 5478 (14308) SAN ROQUE;julio
11607624;ESC. BAS. 5478 (14308) SAN ROQUE;junio
1658232;ESC. BAS. 5479 (13299) SAN ANTONIO;agosto
1658232;ESC. BAS. 5479 (13299) SAN ANTONIO;julio
1658232;ESC. BAS. 5479 (13299) SAN ANTONIO;junio
31376602;ESC. BAS. 547 SAN FRANCISCO DE ASIS;agosto
31376602;ESC. BAS. 547 SAN FRANCISCO DE ASIS;julio
31376602;ESC. BAS. 547 SAN FRANCISCO DE ASIS;junio
28464820;ESC. BAS. 5482 (14028) SAN JUAN;agosto
28464820;ESC. BAS. 5482 (14028) SAN JUAN;julio
